id,ATP,Location,Tournament,Date,season,portion,Winner,Loser,Wsets,Lsets,B365W,B365L,PSW,PSL,LBW,LBL,SJW,SJL
105,4,Auckland,Heineken Open,11/01/2008,2008,2,Ferrero J.C.,Benneteau J.,2,0,1.53,2.37,1.662,2.41,2.45,1.533,
106,4,Auckland,Heineken Open,12/01/2008,2008,2,Kohlschreiber P.,Ferrero J.C.,2,0,2.1,1.72,2.22,1.758,1.76,2,
107,5,Sydney,Medibank International,07/01/2008,2008,1,Grosjean S.,Luczak P.,2,1,1.53,2.37,1.676,2.38,2.2,1.533,
108,5,Sydney,Medibank International,07/01/2008,2008,1,Berdych T.,Volandri F.,2,0,1.12,5.5,1.139,7.5,6.75,1.143,
109,5,Sydney,Medibank International,07/01/2008,2008,1,Verdasco F.,Lopez F.,2,1,1.66,2.1,1.847,2.08,2,1.727,
110,5,Sydney,Medibank International,07/01/2008,2008,1,Calleri A.,Jones G.,2,0,1.05,8.5,1.129,8.04,
111,5,Sydney,Medibank International,07/01/2008,2008,1,Santoro F.,Blake J.,2,0,3.75,1.25,3.9,1.313,1.28,4,
112,5,Sydney,Medibank International,07/01/2008,2008,1,Simon G.,Fish M.,2,0,2.37,1.53,2.68,1.562,1.58,2.5,
113,5,Sydney,Medibank International,07/01/2008,2008,1,Gasquet R.,Andreev I.,2,0,1.36,3,1.435,3.1,3.1,1.364,
114,5,Sydney,Medibank International,08/01/2008,2008,1,Guccione C.,Martin A.,2,0,1.33,3.25,1.392,3.35,2.85,1.4,
115,5,Sydney,Medibank International,08/01/2008,2008,1,Seppi A.,Tsonga J.W.,2,1,3.25,1.33,3.36,1.391,1.37,3,
116,5,Sydney,Medibank International,08/01/2008,2008,1,Stepanek R.,Robredo T.,2,0,2.5,1.5,2.54,1.61,1.47,2.375,
117,5,Sydney,Medibank International,08/01/2008,2008,1,Tursunov D.,Wawrinka S.,2,0,2.1,1.66,2.2,1.769,1.83,2.1,
118,5,Sydney,Medibank International,08/01/2008,2008,1,Korolev E.,Mathieu P.H.,1,0,,,,,
119,5,Sydney,Medibank International,08/01/2008,2008,1,Hewitt L.,Mahut N.,2,0,1.16,4.5,1.198,5.55,4.3,1.2,
120,5,Sydney,Medibank International,08/01/2008,2008,1,Darcis S.,Sirianni J.,2,0,1.61,2.2,1.658,2.42,2.3,1.727,
121,5,Sydney,Medibank International,08/01/2008,2008,1,Minar I.,Jones A.,2,0,1.57,2.25,1.602,2.56,2.35,1.533,
122,5,Sydney,Medibank International,08/01/2008,2008,1,Moya C.,Koubek S.,2,1,1.72,2,1.877,2.04,2.1,1.615,
123,5,Sydney,Medibank International,09/01/2008,2008,1,Tursunov D.,Gasquet R.,2,1,2.75,1.4,2.81,1.51,1.47,2.75,
124,5,Sydney,Medibank International,09/01/2008,2008,1,Stepanek R.,Seppi A.,2,1,1.4,2.75,1.427,3.14,2.85,1.4,
125,5,Sydney,Medibank International,09/01/2008,2008,1,Berdych T.,Simon G.,2,0,1.36,3,1.485,2.86,2.52,1.364,
126,5,Sydney,Medibank International,09/01/2008,2008,1,Korolev E.,Minar I.,2,0,1.72,2,1.885,2.03,1.86,1.727,
127,5,Sydney,Medibank International,09/01/2008,2008,1,Grosjean S.,Verdasco F.,2,0,2.5,1.5,2.66,1.568,1.54,2.375,
128,5,Sydney,Medibank International,09/01/2008,2008,1,Santoro F.,Darcis S.,2,0,1.53,2.37,1.649,2.44,
129,5,Sydney,Medibank International,09/01/2008,2008,1,Guccione C.,Hewitt L.,2,0,5,1.14,5.03,1.226,1.18,4.333,
130,5,Sydney,Medibank International,09/01/2008,2008,1,Calleri A.,Moya C.,2,0,2.1,1.66,2.27,1.73,1.74,2.25,
131,5,Sydney,Medibank International,10/01/2008,2008,2,Stepanek R.,Calleri A.,2,0,1.66,2.1,1.735,2.26,2.18,1.571,
132,5,Sydney,Medibank International,10/01/2008,2008,2,Guccione C.,Berdych T.,2,1,3.25,1.33,3.41,1.383,1.36,3.25,
133,5,Sydney,Medibank International,10/01/2008,2008,2,Tursunov D.,Grosjean S.,2,0,1.44,2.62,1.625,2.5,2.3,1.571,
134,5,Sydney,Medibank International,10/01/2008,2008,2,Santoro F.,Korolev E.,2,0,1.4,2.75,1.478,2.89,2.7,1.444,
135,5,Sydney,Medibank International,11/01/2008,2008,2,Guccione C.,Stepanek R.,2,1,2.5,1.5,2.55,1.606,1.54,2.25,
136,5,Sydney,Medibank International,11/01/2008,2008,2,Tursunov D.,Santoro F.,2,0,1.57,2.25,1.658,2.42,2.1,1.571,
137,5,Sydney,Medibank International,12/01/2008,2008,2,Tursunov D.,Guccione C.,2,0,1.53,2.5,1.562,2.68,2.4,1.571,
138,6,Melbourne,Australian Open,14/01/2008,2008,1,Karlovic I.,Baker J.,3,1,1.11,6,1.183,5.95,5.6,1.125,
